period,overall_sharpe,overall_return,mean_rolling_sharpe,median_rolling_sharpe,min_rolling_sharpe,max_rolling_sharpe
71,-0.43679017352960997,-0.3505652046643126,-0.6347777382498119,-0.5700022553921503,-3.718716750750469,0.7985229412070708
72,-0.2718936132250266,-0.199966877510243,-0.07139265526447326,-0.06246181956403438,-2.582775813666057,1.9744908518452013
73,-0.2659754755686581,-0.19667552503395924,-0.056602020524514095,-0.06585458110859084,-2.612459438704852,2.025682619632395
74,-0.34455138130734136,-0.27415260431335864,-0.30545761087292217,-0.25679393403703143,-3.4962383400263084,1.3406569871760874
75,-0.23551410127425737,-0.1800041406671623,-0.0035011653554642124,-0.03855343950909645,-2.4348511940017477,2.040517149270374
76,-0.4107845926873704,-0.33621630527303814,-0.5629184941664203,-0.4747692934519006,-3.5782045115596604,0.8363980362238281
77,-0.41788176452172915,-0.3399272698685937,-0.5721565288173064,-0.47946760247434084,-3.5817078515371055,0.803922838612575
78,-0.3454583093523411,-0.25836159573798534,-0.32468226004621464,-0.27507664987903074,-2.953979217193041,1.4042059987061863
79,-0.35577263147963106,-0.263890425403818,-0.33135476029808686,-0.27366873695418853,-3.041020991351695,1.414236615416243
80,-0.3327033683499929,-0.2512611737836652,-0.2966879592422417,-0.21953532654881286,-3.081865304289416,1.550510518329682
81,-0.22375645281700293,-0.17372832259876647,0.06395314836338561,-0.03244000421278441,-2.4816837996119876,2.398829353751146
82,-0.23392368849323908,-0.179271070017062,0.05410598916349451,-0.04234678681511309,-2.5083111483721043,2.408398827463981
83,0.18799304936451203,0.07778403515991505,0.5357705774634904,0.20321030706675994,-1.395943526330652,2.7003280292039253
84,0.18615034392585142,0.0766165622487407,0.5334244061271889,0.19024924563909026,-1.379040327503229,2.7017041283779135
85,-0.2103325094322301,-0.16590554639888866,0.08720074728542461,-0.017012591001976777,-2.420708684489454,2.478155992190467
86,-0.1799357217083968,-0.14850533871219673,0.12110661474177307,0.014832543731869307,-2.309618025099495,2.4582969154216983
87,0.283639849153425,0.12684911493336193,0.4692639632269671,0.17655810294438304,-0.8341039050884423,2.08507871606598
88,0.1734993708916466,0.06655425541563087,0.41417212896357575,0.1824044606062012,-0.9780299356359307,1.920692145665707
89,0.26698800887120644,0.11749079456599598,0.4669607460015187,0.1877893515799771,-0.9165311093061409,2.032913681216937
90,0.6849145998967338,0.42924477666069505,0.7481430775300594,0.6955747953098843,-0.8790800839082908,2.399808147333449
